,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,322.6545472391523,208.46366245360971,0.0,465.573,4691.9488,11.134400000000028
1,0.1,312.5456,303.7723,296.3188,290.1568,285.2182,281.3839,278.4882,276.3299,274.6857,273.32,271.9882,270.436,268.3981,265.6006,261.7719,256.664,250.0817,241.9142,232.16,220.9361,265.0994321540935,309.826054067269,465.573,497.2609,4226.3758,11.134400000000028
2,0.2,268.342,271.2109,273.53,275.1864,276.1422,276.4305,276.1405,275.3986,274.3537,273.1692,272.025,271.124,270.6977,271.0053,272.3173,274.887,278.9104,284.4884,291.6028,300.12,238.01778572822525,290.52197892430024,962.8339,436.005,3729.1149,11.134400000000028
3,0.3,245.0431,251.3243,256.7593,261.2943,264.9341,267.741,269.825,271.3288,272.4112,273.2309,273.9347,274.6474,275.4671,276.4632,277.679,279.1369,280.8475,282.8189,285.0666,287.6192,185.30355100760465,311.63408334201466,1398.8389,482.5299,3293.1099,11.134400000000028
4,0.4,200.8831,215.0159,227.4727,238.1316,246.9905,254.1586,259.8307,264.256,267.7067,270.4543,272.7546,274.841,276.924,279.1918,281.8128,284.934,288.6798,293.1506,298.4245,304.5645,210.89487196992923,266.70371457708404,1881.3688,569.2913000000001,2810.58,11.134400000000028
5,0.5,219.1917,226.6833,233.4865,239.6927,245.3645,250.5384,255.2329,259.4563,263.2136,266.5076,269.3369,271.6899,273.5406,274.847,275.5567,275.619,275.0026,273.7146,271.8152,269.4223,180.69076152694305,350.5153462146414,2450.6601,640.0978,2241.2887,11.134400000000028
6,0.6,194.6377,207.2885,218.5616,228.4319,236.9374,244.1738,250.2841,255.4445,259.8552,263.7351,267.3236,270.8848,274.7107,279.1184,284.4376,290.9899,299.0627,308.889,320.6435,334.4656,381.0345874018039,213.09616186213512,3090.7579,551.2244000000001,1601.1909,11.134400000000028
7,0.7,353.9561,330.6625,311.1676,295.5288,283.6843,275.3813,270.1789,267.5018,266.7096,267.1564,268.2272,269.3476,269.9799,269.6167,267.787,264.0817,258.1978,249.991,239.5202,227.0641,467.09634941765495,428.4879201022716,3641.9823,409.69749999999976,1049.9665,11.134400000000028
8,0.8,425.7935,392.2951,364.8037,342.2578,323.9644,309.3962,298.0936,289.6342,283.6464,279.8446,278.0699,278.322,280.7718,285.7459,293.6821,305.0624,320.3435,339.9146,364.1213,393.3903,449.327967410986,179.95069671856018,4051.6798,245.44790000000012,640.2690000000002,11.134400000000028
9,0.9,416.4213,390.0602,368.5673,350.8558,336.2068,324.1344,314.2936,306.4104,300.2231,295.4325,291.6591,288.4119,285.0761,280.9278,275.1816,267.0752,255.9811,241.5301,223.7132,202.9296,401.0847269845869,210.0731315365175,4297.1277,394.8211000000001,394.8211000000001,11.134400000000028
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,218.87965040651483,199.56941658404568,0.0,516.3145,3555.8517,4.6428000000000225
1,0.1,229.38,238.8013,246.9689,253.7895,259.2604,263.4591,266.5187,268.5934,269.824,270.3083,270.0787,269.0909,267.2234,264.2895,260.0622,254.3105,246.8437,237.5561,226.462,213.7098,338.34150776611807,214.70657694885602,516.3145,663.7338,3039.5372,4.6428000000000225
