,t,xi1,xi2,ui,xf1,xf2,uf
32,0.8,5.624877589,-1.127103664,4.169990258,5.537698384,-0.624849928,4.150745315
36,0.9,5.537698384,-0.624849928,4.150745315,5.489800683,-0.337886027,2.390662003
40,1,5.489800683,-0.337886027,2.390662003,-9.811508746,-18.37648127,0
0,0,-9.811508746,-18.37648127,0,-11.46351379,-14.7244762,20
4,0.1,-11.46351379,-14.7244762,20,-12.7679846,-11.42000537,20
8,0.2,-12.7679846,-11.42000537,20,-13.75799344,-8.429996518,20
12,0.3,-13.75799344,-8.429996518,20,-14.46346531,-5.724524626,20
16,0.4,-14.46346531,-5.724524626,20,-14.91147749,-3.276512427,20
20,0.5,-14.91147749,-3.276512427,20,-15.12653051,-1.061459394,20
24,0.6,-15.12653051,-1.061459394,20,-15.18804999,-0.183559463,8.163804497
28,0.7,-15.18804999,-0.183559463,8.163804497,-15.18856052,0.167499007,3.505479474
32,0.8,-15.18856052,0.167499007,3.505479474,-15.14114171,0.770823383,6.50743182
36,0.9,-15.14114171,0.770823383,6.50743182,-15.07398535,0.575557727,-1.281092956
40,1,-15.07398535,0.575557727,-1.281092956,-3.598286922,-1.839822995,0
0,0,-3.598286922,-1.839822995,0,-3.676620868,0.238510949,19.99999998
4,0.1,-3.676620868,0.238510949,19.99999998,-3.654309171,0.208227634,-0.079716177
8,0.2,-3.654309171,0.208227634,-0.079716177,-3.654148074,-0.198232497,-4.062990345
12,0.3,-3.654148074,-0.198232497,-4.062990345,-3.685954592,-0.433969558,-2.675435789
16,0.4,-3.685954592,-0.433969558,-2.675435789,-3.733949346,-0.524418292,-1.384434872
20,0.5,-3.733949346,-0.524418292,-1.384434872,-3.781829649,-0.434683121,0.418548666
24,0.6,-3.781829649,-0.434683121,0.418548666,-3.814010779,-0.212639579,1.898624123
28,0.7,-3.814010779,-0.212639579,1.898624123,-3.813922991,0.207395923,4.201232911
32,0.8,-3.813922991,0.207395923,4.201232911,-3.788152245,0.306369703,1.247445259
36,0.9,-3.788152245,0.306369703,1.247445259,-3.763625667,0.18616494,-0.956781848
40,1,-3.763625667,0.18616494,-0.956781848,6.338719716,-8.948562573,0
0,0,6.338719716,-8.948562573,0,5.583899757,-6.193742618,19.99999996
4,0.1,5.583899757,-6.193742618,19.99999996,5.084353059,-3.836472629,18.57723291
8,0.2,5.084353059,-3.836472629,18.57723291,4.745016586,-2.964782593,5.323535625
12,0.3,4.745016586,-2.964782593,5.323535625,4.475986281,-2.424821346,2.709309429
16,0.4,4.475986281,-2.424821346,2.709309429,4.256511038,-1.972225537,2.331205654
20,0.5,4.256511038,-1.972225537,2.331205654,4.080609366,-1.552797207,2.435266582
24,0.6,4.080609366,-1.552797207,2.435266582,3.945654816,-1.152956692,2.648859646
28,0.7,3.945654816,-1.152956692,2.648859646,3.849751787,-0.771461075,2.855925884
32,0.8,3.849751787,-0.771461075,2.855925884,3.790081769,-0.427668223,2.84122834
36,0.9,3.790081769,-0.427668223,2.84122834,3.757299079,-0.231258526,1.636270064
40,1,3.757299079,-0.231258526,1.636270064,3.685626867,-7.585206029,0
0,0,3.685626867,-7.585206029,0,3.060547438,-4.960126586,20
4,0.1,3.060547438,-4.960126586,20,2.685277344,-2.584856525,19.99999968
8,0.2,2.685277344,-2.584856525,19.99999968,2.473633122,-1.663383243,7.098290606
12,0.3,2.473633122,-1.663383243,7.098290606,2.326523095,-1.285120629,2.311525866
16,0.4,2.326523095,-1.285120629,2.311525866,2.210997513,-1.029648176,1.399468703
20,0.5,2.210997513,-1.029648176,1.399468703,2.119322197,-0.807559006,1.304138545
24,0.6,2.119322197,-0.807559006,1.304138545,2.049167254,-0.599015004,1.383890596
28,0.7,2.049167254,-0.599015004,1.383890596,1.999346627,-0.400702201,1.484921763
32,0.8,1.999346627,-0.400702201,1.484921763,1.968354452,-0.222117222,1.475928037
36,0.9,1.968354452,-0.222117222,1.475928037,1.95132826,-0.120106515,0.849845149
40,1,1.95132826,-0.120106515,0.849845149,0.23500597,-10.35176474,0
0,0,0.23500597,-10.35176474,0,-0.653346329,-7.463412423,20
4,0.1,-0.653346329,-7.463412423,20,-1.266835564,-4.849923173,20
8,0.2,-1.266835564,-4.849923173,20,-1.631618414,-2.485140317,20
12,0.3,-1.631618414,-2.485140317,20,-1.776278755,-0.442111305,18.98368671
16,0.4,-1.776278755,-0.442111305,18.98368671,-1.824105996,-0.513248099,-1.189640343
20,0.5,-1.824105996,-0.513248099,-1.189640343,-1.872216123,-0.450008255,0.151297165
24,0.6,-1.872216123,-0.450008255,0.151297165,-1.904081944,-0.191614024,2.265284098
28,0.7,-1.904081944,-0.191614024,2.265284098,-1.904426756,0.178549431,3.698186436
32,0.8,-1.904426756,0.178549431,3.698186436,-1.88706847,0.168779096,0.075879511
36,0.9,-1.88706847,0.168779096,0.075879511,-1.873750814,0.09874112,-0.567203202
40,1,-1.873750814,0.09874112,-0.567203202,-2.655255389,-16.4549302,0
0,0,-2.655255389,-16.4549302,0,-4.124400672,-12.9857849,20
4,0.1,-4.124400672,-12.9857849,20,-5.263413131,-9.846772426,20
8,0.2,-5.263413131,-9.846772426,20,-6.103709057,-7.006476481,20
12,0.3,-6.103709057,-7.006476481,20,-6.673715088,-4.436470434,20
16,0.4,-6.673715088,-4.436470434,20,-6.999152708,-2.111032804,20
20,0.5,-6.999152708,-2.111032804,20,-7.12504177,-0.434682947,15.50460795
24,0.6,-7.12504177,-0.434682947,15.50460795,-7.157222903,-0.212639812,1.898620021
28,0.7,-7.157222903,-0.212639812,1.898620021,-7.157135118,0.207396081,4.20123678
32,0.8,-7.157135118,0.207396081,4.20123678,-7.11965959,0.536628194,3.66707641
36,0.9,-7.11965959,0.536628194,3.66707641,-7.07622914,0.335335132,-1.578626121
40,1,-7.07622914,0.335335132,-1.578626121,-8.792508177,-9.873049318,0
0,0,-8.792508177,-9.873049318,0,-9.63530468,-7.030252796,20
4,0.1,-9.63530468,-7.030252796,20,-10.20757333,-4.457984132,20
8,0.2,-10.20757333,-4.457984132,20,-10.53505825,-2.130499199,20
12,0.3,-10.53505825,-2.130499199,20,-10.66186814,-0.433969514,15.69719788
16,0.4,-10.66186814,-0.433969514,15.69719788,-10.7098629,-0.524418347,-1.384435878
20,0.5,-10.7098629,-0.524418347,-1.384435878,-10.7577432,-0.43468304,0.418550046
24,0.6,-10.7577432,-0.43468304,0.418550046,-10.78992433,-0.212639682,1.898622273
28,0.7,-10.78992433,-0.212639682,1.898622273,-10.78983654,0.207396051,4.201235231
32,0.8,-10.78983654,0.207396051,4.201235231,-10.74226151,0.735307455,5.754864319
36,0.9,-10.74226151,0.735307455,5.754864319,-10.68179346,0.478335749,-1.965036529
40,1,-10.68179346,0.478335749,-1.965036529,1.320512549,-16.32638976,0
0,0,1.320512549,-16.32638976,0,-0.136400492,-12.8694767,20
4,0.1,-0.136400492,-12.8694767,20,-1.264344762,-9.741532409,20
8,0.2,-1.264344762,-9.741532409,20,-2.094625777,-6.911251377,20
12,0.3,-2.094625777,-6.911251377,20,-2.655569941,-4.350307199,20
16,0.4,-2.655569941,-4.350307199,20,-2.972808045,-2.03306909,20
20,0.5,-2.972808045,-2.03306909,20,-3.094863891,-0.434683154,14.7633009
24,0.6,-3.094863891,-0.434683154,14.7633009,-3.12704502,-0.212639535,1.898624901
28,0.7,-3.12704502,-0.212639535,1.898624901,-3.126957233,0.207395844,4.201231655
32,0.8,-3.126957233,0.207395844,4.201231655,-3.103591599,0.259055996,0.750257868
36,0.9,-3.103591599,0.259055996,0.750257868,-3.082949404,0.155513329,-0.829004715
40,1,-3.082949404,0.155513329,-0.829004715,9.75894943,-8.853832594,0
0,0,9.75894943,-8.853832594,0,8.981437064,-6.731776438,13.4454379
4,0.1,8.981437064,-6.731776438,13.4454379,8.364882868,-5.617869511,4.973527303
8,0.2,8.364882868,-5.617869511,4.973527303,7.846879879,-4.756543299,3.433232238
12,0.3,7.846879879,-4.756543299,3.433232238,7.41050541,-3.983822621,3.363462084
16,0.4,7.41050541,-3.983822621,3.363462084,7.048936659,-3.259620429,3.626334406
20,0.5,7.048936659,-3.259620429,3.626334406,6.758016174,-2.57027641,3.984235349
24,0.6,6.758016174,-2.57027641,3.984235349,6.534593997,-1.909183506,4.376707273
28,0.7,6.534593997,-1.909183506,4.376707273,6.375781147,-1.277598178,4.727724768
32,0.8,6.375781147,-1.277598178,4.727724768,6.276962013,-0.708271691,4.705073538
36,0.9,6.276962013,-0.708271691,4.705073538,6.222669695,-0.38299504,2.709843333
40,1,6.222669695,-0.38299504,2.709843333,3.936176438,-1.340204299,0
0,0,3.936176438,-1.340204299,0,3.751326803,-2.340125814,-11.8477115
4,0.1,3.751326803,-2.340125814,-11.8477115,3.521095656,-2.265736742,-1.558420752
8,0.2,3.521095656,-2.265736742,-1.558420752,3.308797014,-1.984915681,0.685224186
12,0.3,3.308797014,-1.984915681,0.685224186,3.126000963,-1.676150553,1.259690775
16,0.4,3.126000963,-1.676150553,1.259690775,2.973733988,-1.374220293,1.496632839
20,0.5,2.973733988,-1.374220293,1.496632839,2.851057138,-1.084150395,1.673930489
24,0.6,2.851057138,-1.084150395,1.673930489,2.75681161,-0.80540515,1.84499716
28,0.7,2.75681161,-0.80540515,1.84499716,2.689814103,-0.538984581,1.994230631
32,0.8,2.689814103,-0.538984581,1.994230631,2.648124799,-0.298803856,1.984914201
36,0.9,2.648124799,-0.298803856,1.984914201,2.625220078,-0.161577292,1.143218429
40,1,2.625220078,-0.161577292,1.143218429,-8.267264173,-17.37067274,0
0,0,-8.267264173,-17.37067274,0,-9.82355388,-13.81438301,20
4,0.1,-9.82355388,-13.81438301,20,-11.04141787,-10.596519,20
8,0.2,-11.04141787,-10.596519,20,-11.95306162,-7.684875237,20
12,0.3,-11.95306162,-7.684875237,20,-12.58762583,-5.050311011,20
16,0.4,-12.58762583,-5.050311011,20,-12.9714781,-2.66645872,20
20,0.5,-12.9714781,-2.66645872,20,-13.12847684,-0.509459975,20
24,0.6,-13.12847684,-0.509459975,20,-13.16285627,-0.183559461,2.915210807
28,0.7,-13.16285627,-0.183559461,2.915210807,-13.16336679,0.167499005,3.505479432
32,0.8,-13.16336679,0.167499005,3.505479432,-13.11594799,0.770823363,6.507431631
36,0.9,-13.11594799,0.770823363,6.507431631,-13.05075817,0.53687151,-1.687620362
