,Unnamed: 0,Unnamed: 0.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1439,1439.0,9.0,0.9,356.60114,344.7118,333.78196,324.13263,315.93143,309.19023,303.78433,299.4829,295.97982,292.91774,289.903,286.51487,282.31581,276.87065,269.78008,260.72889,249.54261,236.24005,221.06586,204.48895,344.0909536710102,330.01855014648896,3615.19292,334.0307200000002,334.0307200000002,0.6157999999999788
1440,1440.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,280.2194735781652,334.0532350714856,0.0,413.63633,3871.00704,-40.0
1441,1441.0,1.0,0.1,278.99048,277.81874,276.75448,275.83581,275.0872,274.52197,274.14873,273.98075,274.04705,274.40361,275.14271,276.39796,278.34193,281.17372,285.09464,290.27325,296.80431,304.67034,313.71635,323.64732,233.78701032756905,250.27840386205693,413.63633,351.93963,3457.37071,-38.47802999999999
1442,1442.0,2.0,0.2,240.92629,247.74289,253.96346,259.40173,263.97672,267.70896,270.69785,273.08662,275.02287,276.62148,277.93508,278.93582,279.51148,279.4782,278.61098,276.68984,273.55533,269.16218,263.61711,257.18808,267.6700712293618,294.3423763672074,765.57596,437.52734,3105.43108,-45.29104000000001
1443,1443.0,3.0,0.3,267.07539,266.6359,266.47735,266.6741,267.23946,268.12974,269.25936,270.52254,271.8163,273.06086,274.21475,275.28336,276.32011,277.41962,278.70261,280.29337,282.29274,284.75167,287.65201,290.90095,289.17277607095764,356.4154768973849,1203.1033,373.98115000000007,2667.90374,-44.87025999999997
1444,1444.0,4.0,0.4,285.71285,282.45546,279.57769,277.21192,275.4367,274.27967,273.73082,273.7629,274.35464,275.51264,277.28838,279.78698,283.16513,287.61591,293.34003,300.50538,309.20088,319.39399,330.9033,343.39605,347.095479008147,308.270795738928,1577.08445,221.65375,2293.92259,-38.72032999999999
1445,1445.0,5.0,0.5,335.18877,323.82986,313.5018,304.5726,297.26886,291.67584,287.75887,285.39646,284.4145,284.61329,285.7837,287.71311,290.18571,292.98292,295.88924,298.70644,301.27455,303.49491,305.34755,306.89534,195.2906372027643,365.6661532220899,1798.7382,168.19480999999996,2072.26884,-21.32416000000001
1446,1446.0,6.0,0.6,213.02151,229.80104,244.82627,257.55567,267.76329,275.52863,281.17492,285.18001,288.08572,290.42571,292.68117,295.26305,298.51231,302.70616,308.06014,314.72011,322.74459,332.08358,342.56374,353.88955,251.1917148973762,190.0896203459562,1966.93301,220.87963000000013,1904.07403,-37.47136999999998
1447,1447.0,7.0,0.7,253.82505,256.61811,259.69444,263.11521,266.86877,270.87565,275.00306,279.07974,282.90279,286.23218,288.7748,290.16625,289.96296,287.65835,282.73246,274.73572,263.39535,248.72019,231.07345,211.18514,334.10567961068864,194.2021185316964,2187.81264,406.85707,1683.1944,-42.12434999999999
1448,1448.0,8.0,0.8,323.18281,312.89193,303.76833,296.17478,290.26079,285.96095,283.02655,281.0777,279.66195,278.30809,276.56896,274.05173,270.43792,265.4958,259.0881,251.1759,241.81892,231.1712,219.47168,207.02914,228.53149232003392,190.84332853722103,2594.66971,592.15861,1276.3373299999998,-27.03904999999997
